token_id,count,is_dominant
5152,566,False
155,566,False
4225,564,False
1941,564,False
1470,563,False
2360,562,False
3032,562,False
1815,561,False
6618,560,False
189,560,False
2768,559,False
4162,559,False
6314,559,False
1876,558,False
1779,557,False
5871,557,False
5589,557,False
4021,556,False
20,555,True
471,554,False
826,554,False
6953,553,True
5876,551,False
2219,551,False
2820,550,False
3523,550,False
7881,549,False
5286,548,False
4280,548,False
1996,548,False
4335,547,False
6677,547,False
213,546,False
4982,546,False
942,545,False
1402,545,False
7759,545,False
6320,545,False
7583,544,False
1701,544,False
3396,543,False
7451,542,False
4560,542,False
4471,542,False
3187,541,False
3991,540,False
6843,539,False
8093,539,False
5762,539,False
5640,539,False
7022,537,False
603,537,False
1577,537,False
347,536,False
6554,535,False
568,535,False
8008,534,False
5426,534,False
1391,534,False
1532,534,False
1016,533,False
5627,533,False
4999,532,False
1725,532,False
5256,531,False
1952,531,False
3476,530,False
3264,530,False
4014,529,False
1119,529,True
7180,529,False
1678,529,True
3335,528,False
1883,528,False
5781,528,False
1101,527,False
4886,527,False
218,527,False
3697,527,False
5417,525,False
4275,525,False
4067,525,False
1695,522,False
3694,521,False
6667,521,False
6398,520,False
6038,520,False
2042,520,False
5985,518,False
6858,518,False
4423,517,False
8036,516,False
148,515,False
6450,514,False
3686,514,False
5915,514,False
4964,512,False
2835,512,False
3432,511,False
1818,511,False
7182,510,False
1049,509,False
4876,508,False
2708,508,False
4807,508,False
3755,507,False
7050,507,False
3452,507,False
4372,506,False
6639,506,False
6374,505,False
2748,505,False
8127,505,False
3768,505,False
646,504,False
925,504,False
5409,504,False
1480,503,False
6972,501,False
2989,501,False
1364,500,False
7327,499,False
7409,499,False
1275,498,False
2129,498,False
2495,497,False
5869,497,False
4284,497,False
3615,495,False
4877,495,False
4007,495,False
2170,494,False
2900,494,False
3275,493,False
3809,492,True
1627,491,False
2384,491,False
2958,491,False
2287,490,False
3287,490,False
7172,489,False
3339,489,False
7929,489,False
5956,489,False
6846,488,False
916,488,False
4316,488,False
4487,488,False
5821,487,True
3387,487,True
2317,487,False
358,487,False
1758,487,False
279,487,False
4721,487,False
6460,486,False
3892,486,False
3881,484,False
2029,484,False
7086,483,False
2547,481,False
3661,481,False
6726,481,False
5497,480,False
1828,479,False
5431,479,False
4294,479,False
2836,479,False
7020,479,False
770,479,False
8191,478,False
2630,478,False
7821,476,False
7683,475,False
3865,475,False
4561,475,True
5234,474,False
5082,474,False
4139,474,False
2236,473,False
6168,473,False
7851,473,False
966,473,False
1310,472,False
7358,471,False
1406,471,False
2202,470,False
3323,470,False
5000,470,False
8178,468,False
2467,467,False
2479,467,False
1649,467,False
6171,467,True
3904,467,False
4942,466,False
3341,466,False
6956,465,False
14,465,False
6371,464,False
5751,464,False
2792,464,False
1950,462,False
5563,462,False
833,461,False
2239,460,False
3177,458,False
3342,458,False
7029,458,False
4023,457,False
7846,457,False
1118,456,False
4249,456,False
6694,456,False
3108,456,False
1388,455,False
228,455,False
5816,453,False
7878,453,False
1408,452,False
4459,451,False
6408,451,False
7066,449,False
7582,449,False
5935,448,False
5870,448,False
5848,448,False
2724,448,True
5918,448,False
6472,447,False
3936,447,False
8017,445,False
377,445,False
7944,444,False
926,444,False
2636,444,True
1429,444,False
414,443,False
6871,443,False
2742,442,False
4243,441,False
3679,441,False
6765,441,False
2085,440,False
4841,440,False
3086,439,False
4126,439,False
61,439,False
2271,439,False
1761,438,False
1032,438,False
2691,438,False
1980,438,False
52,438,False
7260,435,False
8170,434,False
4017,434,False
3867,434,False
5453,433,False
438,433,False
6252,432,True
1990,431,False
6820,431,False
3449,430,False
2749,429,True
2689,429,False
543,429,False
6602,428,False
5021,428,False
7769,427,False
7118,427,False
4992,427,False
5500,426,False
5096,425,False
5593,425,False
1829,425,False
6890,425,False
5786,425,False
3484,424,False
2973,424,False
7670,424,False
596,423,False
2306,422,False
7908,422,False
2279,421,True
4594,421,False
1244,421,True
5267,421,False
907,421,False
616,420,False
4052,420,False
